Individual,MatchNo,Team1,Team2,Date,Time,Venue,Leg
16,266,ENPPI,Al Ahly,2025-07-24,20:00,Air Defense Stadium,2
16,267,El Gouna,Talaea El Gaish,2025-10-30,20:00,Suez Stadium,2
16,268,National Bank,El Gouna,2025-12-23,17:00,Alexandria Stadium,1
16,269,Wadi Degla,Al Ahly,2025-08-15,20:00,Air Defense Stadium,2
16,270,Pyramids,Zamalek,2025-05-24,17:00,Petro Sport Stadium,2
16,271,Smouha,National Bank,2025-11-29,17:00,Suez Stadium,1
16,272,El Dakhleya,Modern Sport,2025-10-17,17:00,Petro Sport Stadium,1
16,273,Ismaily,Future,2026-01-15,17:00,Alexandria Stadium,2
16,274,El Dakhleya,Ismaily,2025-10-31,20:00,El Sekka El Hadeed Stadium,2
16,275,Smouha,Talaea El Gaish,2026-01-21,20:00,Petro Sport Stadium,1
16,276,Ismaily,Al Ahly,2025-08-20,20:00,Air Defense Stadium,2
16,277,Pharco,Smouha,2025-09-28,17:00,Alexandria Stadium,2
16,278,Pyramids,Modern Sport,2025-06-15,17:00,Al Salam Stadium,1
16,279,Pharco,Talaea El Gaish,2025-12-31,17:00,Military Academy Stadium,2
16,280,Future,Wadi Degla,2025-07-19,20:00,El Sekka El Hadeed Stadium,1
16,281,Zamalek,Wadi Degla,2025-06-18,20:00,El Sekka El Hadeed Stadium,1
16,282,Alexandria Union,El Gouna,2026-01-07,20:00,El Sekka El Hadeed Stadium,1
16,283,Masry,Ceramica,2025-07-03,20:00,Cairo Stadium,1
16,284,Smouha,Al Ahly,2025-07-02,17:00,Petro Sport Stadium,2
16,285,El Dakhleya,Ceramica,2025-11-20,17:00,Zed Club Stadium,2
16,286,Zamalek,ENPPI,2025-08-22,17:00,Petro Sport Stadium,1
16,287,El Gouna,Wadi Degla,2025-11-17,20:00,Zed Club Stadium,1
16,288,El Dakhleya,Future,2025-05-09,17:00,Al Salam Stadium,2
16,289,Masry,Future,2025-06-08,20:00,Cairo Stadium,1
16,290,El Gouna,Smouha,2025-07-15,20:00,Suez Stadium,2
16,291,Zamalek,Talaea El Gaish,2025-08-23,20:00,Alexandria Stadium,1
16,292,National Bank,El Dakhleya,2026-01-08,20:00,Military Academy Stadium,1
16,293,Zed,Zamalek,2025-07-18,20:00,Military Academy Stadium,2
16,294,Zamalek,Modern Sport,2025-11-20,17:00,Alexandria Stadium,1
16,295,Future,Ismaily,2025-11-03,20:00,Al Salam Stadium,1
16,296,Smouha,Pharco,2025-06-24,20:00,Air Defense Stadium,1
16,297,Modern Sport,Masry,2025-08-03,17:00,Cairo Stadium,2
16,298,Zed,Pharco,2025-10-24,17:00,Petro Sport Stadium,1
16,299,Talaea El Gaish,Pharco,2025-06-18,17:00,Air Defense Stadium,1
16,300,Future,Pharco,2025-09-19,20:00,Military Academy Stadium,1
16,301,ENPPI,Modern Sport,2025-06-28,20:00,Cairo Stadium,1
16,302,Smouha,El Gouna,2025-07-30,17:00,Al Salam Stadium,1
16,303,Alexandria Union,Smouha,2025-10-16,17:00,Zed Club Stadium,2
16,304,Pharco,El Dakhleya,2025-10-13,20:00,Cairo Stadium,2
16,305,Pyramids,Alexandria Union,2025-11-21,17:00,Suez Stadium,1
16,306,Alexandria Union,National Bank,2025-07-28,20:00,Suez Stadium,2
17,1,Ismaily,El Dakhleya,2025-08-23,20:00,Alexandria Stadium,1
17,2,Zamalek,El Dakhleya,2026-01-04,20:00,Air Defense Stadium,1
17,3,National Bank,Pharco,2025-05-18,17:00,Cairo Stadium,1
17,4,Ismaily,Zamalek,2025-05-23,20:00,Al Salam Stadium,2
17,5,Talaea El Gaish,Ismaily,2025-06-01,17:00,Zed Club Stadium,2
17,6,Future,Ceramica,2025-05-04,20:00,Al Salam Stadium,1
17,7,Masry,Modern Sport,2025-11-25,20:00,Air Defense Stadium,1
17,8,Talaea El Gaish,National Bank,2025-09-11,20:00,Air Defense Stadium,2
17,9,Zamalek,Ismaily,2025-10-06,17:00,Petro Sport Stadium,1
17,10,Alexandria Union,Wadi Degla,2026-01-02,17:00,El Sekka El Hadeed Stadium,1
17,11,Ismaily,Masry,2025-07-15,17:00,Borg El Arab,2
17,12,Alexandria Union,Smouha,2025-06-17,20:00,Military Academy Stadium,2
17,13,Wadi Degla,Alexandria Union,2025-10-03,20:00,El Sekka El Hadeed Stadium,2
17,14,Talaea El Gaish,Alexandria Union,2025-05-12,20:00,Suez Stadium,1
17,15,Alexandria Union,Pyramids,2025-09-22,17:00,Alexandria Stadium,2
17,16,Talaea El Gaish,Zamalek,2025-11-30,20:00,Military Academy Stadium,2
17,17,El Gouna,Smouha,2025-07-17,20:00,Alexandria Stadium,2
17,18,Ceramica,Ismaily,2025-12-01,17:00,Borg El Arab,2
17,19,Talaea El Gaish,Zed,2025-08-07,17:00,Zed Club Stadium,1
17,20,Future,Ismaily,2025-05-26,20:00,Zed Club Stadium,1
17,21,El Dakhleya,Alexandria Union,2026-01-12,17:00,Borg El Arab,2
17,22,Pyramids,Masry,2025-09-08,17:00,Zed Club Stadium,1
17,23,Ceramica,Talaea El Gaish,2025-07-05,20:00,Air Defense Stadium,1
17,24,Ceramica,Al Ahly,2025-11-20,20:00,Military Academy Stadium,2
17,25,Future,El Gouna,2025-07-12,20:00,Zed Club Stadium,1
17,26,Talaea El Gaish,El Dakhleya,2025-09-09,20:00,Suez Stadium,1
17,27,Alexandria Union,Pharco,2025-08-11,17:00,Suez Stadium,1
17,28,ENPPI,El Gouna,2025-07-09,20:00,Cairo Stadium,1
17,29,Pharco,Ceramica,2026-01-27,20:00,El Sekka El Hadeed Stadium,2
17,30,El Dakhleya,Talaea El Gaish,2025-07-06,20:00,El Sekka El Hadeed Stadium,2
17,31,Smouha,Talaea El Gaish,2025-07-19,17:00,El Sekka El Hadeed Stadium,1
17,32,El Gouna,Zamalek,2025-06-11,17:00,El Sekka El Hadeed Stadium,2
17,33,Pharco,El Gouna,2026-01-01,20:00,Alexandria Stadium,2
17,34,Future,Talaea El Gaish,2025-06-14,20:00,Borg El Arab,1
17,35,Pharco,National Bank,2025-05-30,17:00,El Sekka El Hadeed Stadium,2
17,36,Masry,El Gouna,2025-06-04,17:00,Zed Club Stadium,1
17,37,Wadi Degla,Ismaily,2025-11-13,17:00,El Sekka El Hadeed Stadium,2
17,38,Smouha,Zamalek,2025-12-06,17:00,Borg El Arab,2
17,39,Future,Pyramids,2026-01-15,17:00,Air Defense Stadium,2
17,40,El Gouna,Ceramica,2025-10-15,17:00,Petro Sport Stadium,2
17,41,Ismaily,Alexandria Union,2025-07-11,17:00,Zed Club Stadium,1
17,42,Alexandria Union,Al Ahly,2025-06-03,17:00,Suez Stadium,2
17,43,Pyramids,Zed,2025-09-10,17:00,Zed Club Stadium,1
17,44,El Gouna,Modern Sport,2026-01-04,17:00,Suez Stadium,1
17,45,Smouha,Pyramids,2025-05-18,20:00,Cairo Stadium,2
17,46,Zamalek,National Bank,2025-07-03,17:00,Air Defense Stadium,1
17,47,Pyramids,ENPPI,2026-01-22,17:00,Suez Stadium,1
17,48,Al Ahly,National Bank,2026-01-15,17:00,Zed Club Stadium,1
17,49,Talaea El Gaish,El Gouna,2026-01-05,17:00,Alexandria Stadium,1
17,50,Zed,Al Ahly,2025-11-20,20:00,Military Academy Stadium,2
17,51,Ceramica,Pyramids,2026-01-13,20:00,Suez Stadium,2
17,52,Ismaily,Future,2025-06-16,20:00,Zed Club Stadium,2
17,53,Masry,Talaea El Gaish,2026-01-12,17:00,Suez Stadium,1
17,54,National Bank,Ismaily,2025-11-23,20:00,Air Defense Stadium,2
17,55,National Bank,Pyramids,2025-06-29,17:00,Borg El Arab,2
17,56,Masry,Wadi Degla,2025-12-04,17:00,El Sekka El Hadeed Stadium,1
17,57,Ceramica,Masry,2025-05-18,20:00,Air Defense Stadium,2
17,58,El Gouna,Talaea El Gaish,2025-06-11,20:00,Air Defense Stadium,2
17,59,Masry,Zamalek,2025-05-11,17:00,Air Defense Stadium,2
17,60,Smouha,Pharco,2025-05-14,20:00,Suez Stadium,1
17,61,Smouha,Wadi Degla,2025-12-11,20:00,Suez Stadium,1
17,62,Zed,Future,2025-09-17,20:00,Petro Sport Stadium,2
17,63,Ismaily,Smouha,2025-11-15,17:00,Military Academy Stadium,1
17,64,Zamalek,Smouha,2025-09-18,17:00,Military Academy Stadium,1
17,65,Zed,Talaea El Gaish,2025-10-01,17:00,Borg El Arab,2
17,66,Ceramica,Pharco,2025-10-18,20:00,Alexandria Stadium,1
17,67,Smouha,Ismaily,2025-12-28,20:00,Air Defense Stadium,2
17,68,Zamalek,Modern Sport,2025-09-04,20:00,Suez Stadium,1
17,69,Pharco,El Dakhleya,2025-05-05,20:00,Military Academy Stadium,2
17,70,ENPPI,Ceramica,2025-08-08,20:00,Air Defense Stadium,1
17,71,Modern Sport,Future,2025-05-10,17:00,Borg El Arab,2
17,72,Masry,Future,2025-09-20,20:00,Petro Sport Stadium,1
17,73,El Gouna,Pharco,2025-07-31,20:00,Al Salam Stadium,1
17,74,El Dakhleya,Pyramids,2025-10-14,20:00,Borg El Arab,2
17,75,Pharco,Ismaily,2025-10-28,20:00,Zed Club Stadium,2
17,76,Future,Zamalek,2025-12-23,17:00,Petro Sport Stadium,2
17,77,El Gouna,Masry,2026-01-05,17:00,Alexandria Stadium,2
17,78,Alexandria Union,Ceramica,2025-12-24,20:00,Alexandria Stadium,2
17,79,El Gouna,Alexandria Union,2025-06-05,20:00,Cairo Stadium,2
17,80,Ceramica,ENPPI,2025-06-25,20:00,Suez Stadium,2
17,81,El Dakhleya,National Bank,2025-07-05,17:00,Alexandria Stadium,2
17,82,National Bank,Zamalek,2025-10-18,17:00,Alexandria Stadium,2
17,83,Ceramica,Modern Sport,2025-05-03,17:00,Air Defense Stadium,1
17,84,Wadi Degla,National Bank,2025-06-24,17:00,Suez Stadium,2
17,85,Pharco,Smouha,2025-11-10,17:00,Cairo Stadium,2
17,86,ENPPI,Ismaily,2025-08-30,17:00,Al Salam Stadium,2
17,87,Pyramids,Ismaily,2025-06-18,17:00,El Sekka El Hadeed Stadium,1
17,88,Masry,Ismaily,2025-09-28,17:00,El Sekka El Hadeed Stadium,1
17,89,Zed,Zamalek,2025-10-15,17:00,El Sekka El Hadeed Stadium,2
17,90,Wadi Degla,El Gouna,2025-08-27,20:00,Borg El Arab,2
17,91,Pharco,Al Ahly,2025-06-27,17:00,El Sekka El Hadeed Stadium,2
17,92,Pyramids,Smouha,2025-12-29,20:00,Zed Club Stadium,1
17,93,Modern Sport,Masry,2025-10-02,17:00,Borg El Arab,2
17,94,Al Ahly,Wadi Degla,2025-07-13,20:00,El Sekka El Hadeed Stadium,1
17,95,Zamalek,Masry,2025-05-18,17:00,Suez Stadium,1
17,96,Wadi Degla,Masry,2025-06-16,20:00,Alexandria Stadium,2
17,97,Ceramica,El Dakhleya,2025-06-02,17:00,Al Salam Stadium,1
17,98,ENPPI,National Bank,2025-05-15,17:00,Al Salam Stadium,1
17,99,ENPPI,Pyramids,2025-08-26,20:00,Military Academy Stadium,2
17,100,Ceramica,Zed,2025-05-24,17:00,El Sekka El Hadeed Stadium,1
17,101,Future,El Dakhleya,2025-06-08,20:00,Alexandria Stadium,1
17,102,Al Ahly,Alexandria Union,2025-08-04,17:00,Suez Stadium,1
17,103,Smouha,El Dakhleya,2025-11-03,20:00,Military Academy Stadium,1
17,104,Modern Sport,Pyramids,2025-07-27,20:00,Cairo Stadium,2
17,105,Modern Sport,Ismaily,2025-06-26,20:00,El Sekka El Hadeed Stadium,2
17,106,Zamalek,Zed,2025-09-07,17:00,Cairo Stadium,1
17,107,Future,Al Ahly,2025-06-26,17:00,Zed Club Stadium,2
17,108,El Dakhleya,Pharco,2025-12-28,17:00,El Sekka El Hadeed Stadium,1
17,109,Pyramids,Pharco,2026-01-07,20:00,Air Defense Stadium,1
17,110,Future,Masry,2025-08-21,20:00,Cairo Stadium,2
17,111,Zed,National Bank,2025-12-31,20:00,Military Academy Stadium,2
17,112,Smouha,Alexandria Union,2025-12-23,17:00,Borg El Arab,1
17,113,Alexandria Union,Masry,2025-08-07,17:00,Zed Club Stadium,2
17,114,Al Ahly,Future,2025-10-14,17:00,Alexandria Stadium,1
17,115,Zamalek,Pharco,2025-11-13,17:00,El Sekka El Hadeed Stadium,1
17,116,Zamalek,Ceramica,2025-05-03,17:00,Petro Sport Stadium,1
17,117,ENPPI,Talaea El Gaish,2025-08-01,17:00,Suez Stadium,1
17,118,ENPPI,Zamalek,2026-01-29,20:00,Alexandria Stadium,2
17,119,El Dakhleya,El Gouna,2025-07-25,20:00,Al Salam Stadium,1
17,120,Modern Sport,Alexandria Union,2026-01-31,17:00,Alexandria Stadium,2
17,121,Wadi Degla,Talaea El Gaish,2025-05-24,20:00,Air Defense Stadium,2
17,122,Ismaily,Wadi Degla,2025-06-05,17:00,El Sekka El Hadeed Stadium,1
17,123,El Dakhleya,Modern Sport,2025-06-02,17:00,Petro Sport Stadium,1
17,124,El Gouna,Wadi Degla,2025-08-18,20:00,Alexandria Stadium,1
17,125,National Bank,Ceramica,2025-06-28,17:00,Petro Sport Stadium,2
17,126,ENPPI,Alexandria Union,2025-05-05,17:00,Military Academy Stadium,1
17,127,Pharco,Zed,2025-09-07,20:00,Military Academy Stadium,2
17,128,Modern Sport,Pharco,2025-12-30,17:00,Alexandria Stadium,1
17,129,Masry,Ceramica,2025-08-02,20:00,Al Salam Stadium,1
17,130,Future,Alexandria Union,2025-12-15,17:00,Air Defense Stadium,1
17,131,El Gouna,Al Ahly,2025-11-14,17:00,Al Salam Stadium,2
17,132,Pharco,Talaea El Gaish,2025-11-26,20:00,Al Salam Stadium,2
17,133,Zamalek,Talaea El Gaish,2025-12-10,20:00,El Sekka El Hadeed Stadium,1
17,134,El Dakhleya,Masry,2025-05-09,17:00,Air Defense Stadium,2
17,135,Al Ahly,Smouha,2025-08-19,20:00,Zed Club Stadium,1
17,136,Ismaily,Talaea El Gaish,2025-09-25,17:00,Air Defense Stadium,1
17,137,Al Ahly,Talaea El Gaish,2025-10-28,20:00,Al Salam Stadium,1
17,138,Wadi Degla,El Dakhleya,2025-05-05,20:00,Al Salam Stadium,2
17,139,Al Ahly,ENPPI,2025-05-20,17:00,Borg El Arab,1
17,140,Zed,Pharco,2025-05-06,20:00,Military Academy Stadium,1
17,141,Smouha,Ceramica,2025-11-10,17:00,Borg El Arab,1
17,142,Zed,Modern Sport,2025-09-03,20:00,El Sekka El Hadeed Stadium,1
17,143,National Bank,Talaea El Gaish,2025-11-13,20:00,Air Defense Stadium,1
17,144,Ismaily,Pharco,2026-01-08,20:00,Zed Club Stadium,1
17,145,Zamalek,Pyramids,2025-06-05,17:00,Petro Sport Stadium,1
17,146,Wadi Degla,Zed,2025-10-12,17:00,Zed Club Stadium,2
17,147,Wadi Degla,Future,2025-06-23,20:00,Petro Sport Stadium,2
17,148,Alexandria Union,Future,2025-08-11,17:00,Air Defense Stadium,2
17,149,Wadi Degla,Modern Sport,2025-11-17,20:00,Al Salam Stadium,2
17,150,Masry,El Dakhleya,2025-05-21,17:00,Alexandria Stadium,1
17,151,Zed,El Dakhleya,2025-09-20,17:00,Borg El Arab,2
17,152,Pharco,Alexandria Union,2025-11-12,20:00,Al Salam Stadium,2
17,153,El Dakhleya,Ismaily,2025-08-21,17:00,Borg El Arab,2
17,154,Pyramids,Al Ahly,2025-12-12,20:00,Suez Stadium,2
17,155,National Bank,Masry,2025-11-01,20:00,Alexandria Stadium,2
17,156,Alexandria Union,El Dakhleya,2025-08-13,17:00,Borg El Arab,1
17,157,El Dakhleya,Ceramica,2025-08-15,17:00,Al Salam Stadium,2
17,158,ENPPI,Smouha,2025-07-07,20:00,Suez Stadium,2
17,159,Wadi Degla,Pyramids,2025-08-10,20:00,Petro Sport Stadium,2
17,160,Alexandria Union,ENPPI,2025-10-22,17:00,Zed Club Stadium,2
17,161,Alexandria Union,Zamalek,2025-08-05,17:00,Military Academy Stadium,2
17,162,Pyramids,Talaea El Gaish,2025-06-20,17:00,Air Defense Stadium,1
17,163,Pyramids,Future,2025-12-23,20:00,Zed Club Stadium,1
17,164,ENPPI,El Dakhleya,2025-11-27,17:00,Military Academy Stadium,1
17,165,Ismaily,Ceramica,2025-11-26,17:00,Air Defense Stadium,1
17,166,Ceramica,El Gouna,2025-09-08,20:00,Borg El Arab,1
17,167,El Gouna,El Dakhleya,2025-10-24,20:00,Petro Sport Stadium,2
17,168,Zed,Masry,2025-07-20,20:00,Al Salam Stadium,2
17,169,Modern Sport,El Gouna,2025-12-02,20:00,Al Salam Stadium,2
17,170,ENPPI,Wadi Degla,2025-08-29,20:00,Alexandria Stadium,1
17,171,Pharco,Masry,2025-08-19,20:00,Zed Club Stadium,2
17,172,National Bank,Modern Sport,2025-06-27,20:00,El Sekka El Hadeed Stadium,1
17,173,Talaea El Gaish,Future,2025-07-04,20:00,Al Salam Stadium,2
17,174,Ceramica,Wadi Degla,2025-08-10,20:00,Military Academy Stadium,1
17,175,Talaea El Gaish,ENPPI,2025-06-11,17:00,Cairo Stadium,2
17,176,ENPPI,Future,2026-01-08,20:00,Petro Sport Stadium,2
17,177,Al Ahly,Zed,2025-11-13,17:00,Cairo Stadium,1
17,178,Ismaily,El Gouna,2025-05-15,20:00,Borg El Arab,1
17,179,National Bank,Wadi Degla,2026-01-22,20:00,Air Defense Stadium,1
17,180,Alexandria Union,Talaea El Gaish,2025-05-09,17:00,Petro Sport Stadium,2
17,181,El Dakhleya,Future,2025-10-11,17:00,Alexandria Stadium,2
17,182,Wadi Degla,Smouha,2025-06-23,17:00,Suez Stadium,2
17,183,El Gouna,Ismaily,2025-09-28,17:00,Alexandria Stadium,2
17,184,Alexandria Union,Modern Sport,2026-01-08,20:00,El Sekka El Hadeed Stadium,1
17,185,El Dakhleya,Smouha,2025-10-21,17:00,Zed Club Stadium,2
17,186,El Gouna,Future,2025-06-10,17:00,Air Defense Stadium,2
17,187,Zamalek,ENPPI,2026-01-13,17:00,El Sekka El Hadeed Stadium,1
17,188,Ismaily,Zed,2026-01-04,20:00,Petro Sport Stadium,1
17,189,Ceramica,National Bank,2025-09-30,17:00,Air Defense Stadium,1
17,190,Pharco,Zamalek,2025-09-22,17:00,Petro Sport Stadium,2
17,191,Talaea El Gaish,Modern Sport,2025-05-30,20:00,Military Academy Stadium,1
17,192,Al Ahly,Pyramids,2025-05-29,17:00,Zed Club Stadium,1
17,193,Zamalek,Future,2025-12-16,20:00,El Sekka El Hadeed Stadium,1
17,194,Smouha,Masry,2025-12-16,20:00,Petro Sport Stadium,2
17,195,Masry,Pharco,2025-12-23,20:00,Air Defense Stadium,1
17,196,Zamalek,Wadi Degla,2025-10-31,17:00,Petro Sport Stadium,1
17,197,Masry,Alexandria Union,2025-08-27,17:00,Suez Stadium,1
17,198,National Bank,Smouha,2025-12-24,20:00,Cairo Stadium,2
17,199,Wadi Degla,Zamalek,2025-05-24,20:00,Al Salam Stadium,2
17,200,Masry,National Bank,2025-10-05,20:00,Zed Club Stadium,1
17,201,Pyramids,National Bank,2025-11-21,20:00,Suez Stadium,1
17,202,National Bank,Future,2025-05-12,20:00,Al Salam Stadium,2
17,203,ENPPI,Masry,2025-09-23,20:00,Al Salam Stadium,2
17,204,ENPPI,Zed,2025-08-14,17:00,Petro Sport Stadium,1
17,205,ENPPI,Al Ahly,2025-08-08,20:00,Cairo Stadium,2
17,206,Modern Sport,Smouha,2025-05-05,17:00,Borg El Arab,2
17,207,Zed,Wadi Degla,2026-01-22,17:00,Cairo Stadium,1
17,208,Modern Sport,Ceramica,2026-01-18,17:00,Al Salam Stadium,2
17,209,El Gouna,ENPPI,2025-10-10,20:00,Alexandria Stadium,2
17,210,Pharco,Wadi Degla,2025-08-13,20:00,Borg El Arab,1
17,211,National Bank,ENPPI,2026-01-23,20:00,Borg El Arab,2
17,212,Al Ahly,Modern Sport,2025-06-20,17:00,Borg El Arab,1
17,213,Modern Sport,Al Ahly,2025-08-10,17:00,Air Defense Stadium,2
17,214,National Bank,Al Ahly,2025-12-29,17:00,Alexandria Stadium,2
17,215,Pharco,ENPPI,2025-07-10,17:00,Cairo Stadium,2
17,216,Pyramids,Modern Sport,2025-06-30,20:00,Alexandria Stadium,1
17,217,Wadi Degla,Ceramica,2026-01-08,20:00,Cairo Stadium,2
17,218,Talaea El Gaish,Pyramids,2025-11-04,20:00,Cairo Stadium,2
17,219,Masry,Smouha,2026-01-10,20:00,Al Salam Stadium,1
17,220,Zed,Ceramica,2025-10-19,17:00,Petro Sport Stadium,2
17,221,Masry,Zed,2025-12-17,17:00,Alexandria Stadium,1
17,222,Wadi Degla,ENPPI,2026-01-25,17:00,El Sekka El Hadeed Stadium,2
17,223,ENPPI,Pharco,2025-12-06,20:00,Military Academy Stadium,1
17,224,Pyramids,Alexandria Union,2025-06-06,17:00,Air Defense Stadium,1
17,225,Modern Sport,National Bank,2025-10-05,17:00,Alexandria Stadium,2
17,226,Pyramids,El Dakhleya,2025-09-28,17:00,Al Salam Stadium,1
17,227,National Bank,El Gouna,2025-05-20,20:00,El Sekka El Hadeed Stadium,1
17,228,El Dakhleya,Zed,2025-07-28,20:00,Suez Stadium,1
17,229,National Bank,Alexandria Union,2025-10-25,20:00,Zed Club Stadium,1
17,230,El Dakhleya,Al Ahly,2025-09-23,17:00,Borg El Arab,2
17,231,Pyramids,Zamalek,2025-10-14,17:00,Cairo Stadium,2
17,232,Talaea El Gaish,Masry,2025-12-29,20:00,Borg El Arab,2
17,233,El Dakhleya,Wadi Degla,2025-05-04,20:00,Suez Stadium,1
17,234,Ceramica,Alexandria Union,2025-09-26,17:00,Military Academy Stadium,1
17,235,El Gouna,Zed,2025-08-08,20:00,Suez Stadium,1
17,236,Talaea El Gaish,Pharco,2025-07-29,17:00,Petro Sport Stadium,1
17,237,Al Ahly,El Dakhleya,2025-11-19,17:00,El Sekka El Hadeed Stadium,1
17,238,Zed,El Gouna,2025-07-09,17:00,Borg El Arab,2
17,239,Future,ENPPI,2025-07-28,17:00,Zed Club Stadium,1
17,240,Zed,Ismaily,2025-10-24,20:00,Zed Club Stadium,2
17,241,ENPPI,Modern Sport,2025-06-30,20:00,Suez Stadium,1
17,242,Smouha,El Gouna,2025-11-16,20:00,Al Salam Stadium,1
17,243,Ismaily,Modern Sport,2025-05-18,20:00,Zed Club Stadium,1
17,244,Zed,Pyramids,2025-06-02,20:00,Military Academy Stadium,2
17,245,Zed,ENPPI,2025-06-24,17:00,Zed Club Stadium,2
17,246,National Bank,El Dakhleya,2025-07-13,20:00,Alexandria Stadium,1
17,247,Masry,ENPPI,2025-05-18,17:00,Al Salam Stadium,1
17,248,El Dakhleya,Zamalek,2025-08-19,20:00,Alexandria Stadium,2
17,249,Smouha,Al Ahly,2026-01-02,17:00,Al Salam Stadium,2
17,250,Modern Sport,Zed,2025-06-14,20:00,Al Salam Stadium,2
17,251,Zamalek,El Gouna,2025-12-20,17:00,El Sekka El Hadeed Stadium,1
17,252,Smouha,National Bank,2025-10-02,17:00,Cairo Stadium,1
17,253,Modern Sport,ENPPI,2025-10-24,17:00,Borg El Arab,2
17,254,Modern Sport,Wadi Degla,2025-05-09,17:00,Al Salam Stadium,1
17,255,Pharco,Future,2025-10-27,17:00,Al Salam Stadium,2
17,256,Masry,Al Ahly,2025-09-11,17:00,Al Salam Stadium,2
17,257,Ceramica,Zamalek,2025-07-17,20:00,Air Defense Stadium,2
17,258,Future,Smouha,2025-07-18,17:00,Suez Stadium,1
17,259,El Gouna,Pyramids,2025-11-30,17:00,Borg El Arab,2
17,260,Future,Pharco,2025-10-11,17:00,Suez Stadium,1
17,261,Ceramica,Future,2026-01-07,20:00,Alexandria Stadium,2
17,262,Al Ahly,El Gouna,2025-11-20,20:00,Air Defense Stadium,1
17,263,Pharco,Pyramids,2026-01-11,20:00,Military Academy Stadium,2
17,264,Modern Sport,El Dakhleya,2025-05-06,17:00,Al Salam Stadium,2
17,265,Smouha,Modern Sport,2025-06-07,17:00,Cairo Stadium,1
17,266,Alexandria Union,Zed,2026-01-08,20:00,Petro Sport Stadium,1
17,267,Al Ahly,Pharco,2025-05-22,17:00,Cairo Stadium,1
17,268,Wadi Degla,Al Ahly,2025-10-29,20:00,Suez Stadium,2
17,269,Pyramids,Ceramica,2025-06-20,20:00,Zed Club Stadium,1
17,270,Ismaily,ENPPI,2025-12-30,20:00,Military Academy Stadium,1
17,271,Al Ahly,Ceramica,2025-08-30,17:00,Air Defense Stadium,1
17,272,Zamalek,Alexandria Union,2025-06-09,20:00,Petro Sport Stadium,1
17,273,Talaea El Gaish,Smouha,2025-09-14,20:00,Military Academy Stadium,2
17,274,Zed,Smouha,2025-09-04,17:00,Petro Sport Stadium,2
17,275,Ismaily,Pyramids,2026-01-13,17:00,Petro Sport Stadium,2
17,276,Talaea El Gaish,Al Ahly,2025-12-08,17:00,El Sekka El Hadeed Stadium,2
17,277,Alexandria Union,El Gouna,2025-07-03,17:00,Suez Stadium,1
17,278,Future,Zed,2026-01-07,20:00,Suez Stadium,1
17,279,Zed,Alexandria Union,2025-12-19,17:00,Petro Sport Stadium,2
17,280,Ismaily,Al Ahly,2025-12-17,20:00,Alexandria Stadium,2
17,281,Wadi Degla,Pharco,2025-11-17,20:00,Cairo Stadium,2
17,282,Al Ahly,Zamalek,2025-11-26,17:00,Suez Stadium,1
17,283,Talaea El Gaish,Ceramica,2025-11-17,20:00,Military Academy Stadium,2
17,284,Pyramids,El Gouna,2025-07-24,20:00,Military Academy Stadium,1
17,285,Ceramica,Smouha,2025-08-11,17:00,Suez Stadium,2
17,286,Future,Modern Sport,2025-05-29,17:00,Air Defense Stadium,1
17,287,El Dakhleya,ENPPI,2025-11-09,17:00,Al Salam Stadium,2
17,288,Smouha,ENPPI,2025-07-07,17:00,Military Academy Stadium,1
17,289,Smouha,Future,2026-01-17,17:00,El Sekka El Hadeed Stadium,2
17,290,Masry,Pyramids,2025-06-27,20:00,Suez Stadium,2
17,291,Pyramids,Wadi Degla,2025-10-07,20:00,Petro Sport Stadium,1
17,292,Future,Wadi Degla,2025-08-15,17:00,Suez Stadium,1
17,293,Future,National Bank,2025-09-12,17:00,El Sekka El Hadeed Stadium,1
17,294,Smouha,Zed,2025-06-26,20:00,Cairo Stadium,1
17,295,Talaea El Gaish,Wadi Degla,2025-11-18,20:00,El Sekka El Hadeed Stadium,1
17,296,Al Ahly,Ismaily,2025-11-07,17:00,Military Academy Stadium,1
17,297,Al Ahly,Masry,2026-01-12,20:00,Borg El Arab,1
17,298,Modern Sport,Talaea El Gaish,2025-09-30,20:00,Borg El Arab,2
17,299,Alexandria Union,Ismaily,2025-12-06,17:00,Petro Sport Stadium,2
17,300,National Bank,Zed,2025-05-29,17:00,Air Defense Stadium,1
17,301,Zamalek,Al Ahly,2025-07-14,17:00,Alexandria Stadium,2
17,302,Pharco,Modern Sport,2025-06-15,17:00,Zed Club Stadium,2
17,303,El Gouna,National Bank,2025-12-20,20:00,Cairo Stadium,2
17,304,Ismaily,National Bank,2025-11-13,20:00,Alexandria Stadium,1
17,305,Modern Sport,Zamalek,2025-05-16,20:00,Borg El Arab,2
17,306,Alexandria Union,National Bank,2025-06-08,20:00,Zed Club Stadium,2
18,1,Modern Sport,Ismaily,2025-11-10,20:00,Military Academy Stadium,2
18,2,Ismaily,ENPPI,2025-10-08,20:00,El Sekka El Hadeed Stadium,1
18,3,Modern Sport,Future,2025-12-26,20:00,Air Defense Stadium,2
18,4,Modern Sport,Alexandria Union,2025-06-07,20:00,Alexandria Stadium,2
18,5,Masry,Future,2025-12-12,20:00,Cairo Stadium,1
18,6,Talaea El Gaish,Masry,2025-08-19,17:00,Suez Stadium,2
