Individual,MatchNo,Team1,Team2,Date,Time,Venue,Leg
15,119,Talaea El Gaish,Alexandria Union,2025-10-11,17:00,El Sekka El Hadeed Stadium,1
15,120,Pyramids,Zamalek,2025-09-21,20:00,El Sekka El Hadeed Stadium,2
15,121,Ismaily,Modern Sport,2025-11-17,20:00,El Sekka El Hadeed Stadium,1
15,122,Masry,Alexandria Union,2025-06-10,20:00,Cairo Stadium,1
15,123,Masry,Pharco,2026-01-28,20:00,Alexandria Stadium,1
15,124,Future,Ceramica,2025-08-30,17:00,El Sekka El Hadeed Stadium,1
15,125,Zed,El Dakhleya,2025-12-20,17:00,Military Academy Stadium,2
15,126,Zed,Future,2025-07-30,17:00,Suez Stadium,2
15,127,Modern Sport,Zed,2025-12-09,20:00,Petro Sport Stadium,2
15,128,ENPPI,Future,2025-12-04,20:00,El Sekka El Hadeed Stadium,2
15,129,Future,Zamalek,2025-05-01,17:00,El Sekka El Hadeed Stadium,2
15,130,Ceramica,Pharco,2026-01-28,17:00,Petro Sport Stadium,1
15,131,Al Ahly,Masry,2025-11-12,20:00,Cairo Stadium,1
15,132,Zamalek,Ceramica,2025-08-11,17:00,El Sekka El Hadeed Stadium,1
15,133,Masry,Wadi Degla,2026-01-08,20:00,Alexandria Stadium,1
15,134,Talaea El Gaish,Wadi Degla,2025-12-28,17:00,Cairo Stadium,1
15,135,El Gouna,Ceramica,2026-01-05,20:00,El Sekka El Hadeed Stadium,2
15,136,Al Ahly,Zed,2025-09-27,20:00,Zed Club Stadium,1
15,137,Zed,Zamalek,2025-09-10,20:00,Petro Sport Stadium,2
15,138,Ismaily,Pyramids,2026-01-31,20:00,Air Defense Stadium,2
15,139,El Gouna,Modern Sport,2025-06-05,20:00,Al Salam Stadium,1
15,140,Zamalek,El Dakhleya,2025-09-07,20:00,Air Defense Stadium,1
15,141,Al Ahly,Ismaily,2025-07-27,20:00,El Sekka El Hadeed Stadium,1
15,142,El Dakhleya,Modern Sport,2026-01-02,17:00,Alexandria Stadium,1
15,143,El Dakhleya,Ismaily,2025-11-12,17:00,Suez Stadium,2
15,144,Pharco,Zed,2025-06-10,17:00,Military Academy Stadium,2
15,145,El Gouna,Masry,2025-06-24,17:00,Cairo Stadium,2
15,146,Masry,El Dakhleya,2025-12-26,17:00,Zed Club Stadium,1
15,147,Ismaily,Masry,2026-01-01,20:00,Alexandria Stadium,2
15,148,El Dakhleya,ENPPI,2025-12-28,20:00,Borg El Arab,2
15,149,Zamalek,ENPPI,2025-07-12,17:00,Cairo Stadium,1
15,150,Ismaily,ENPPI,2025-06-10,20:00,Borg El Arab,1
15,151,ENPPI,Talaea El Gaish,2025-08-14,17:00,Borg El Arab,1
15,152,Al Ahly,El Dakhleya,2025-05-23,17:00,Cairo Stadium,1
15,153,Zed,Wadi Degla,2025-05-07,17:00,Petro Sport Stadium,1
15,154,Pyramids,Modern Sport,2025-05-22,20:00,Petro Sport Stadium,1
15,155,Smouha,Pyramids,2025-07-29,17:00,Military Academy Stadium,2
15,156,Alexandria Union,Smouha,2025-06-15,20:00,Borg El Arab,2
15,157,El Gouna,El Dakhleya,2025-08-14,17:00,Military Academy Stadium,2
15,158,Smouha,Talaea El Gaish,2025-08-16,17:00,Cairo Stadium,1
15,159,Al Ahly,National Bank,2025-06-01,17:00,Al Salam Stadium,1
15,160,El Gouna,Pyramids,2025-08-24,20:00,El Sekka El Hadeed Stadium,2
15,161,ENPPI,Modern Sport,2025-06-17,17:00,Cairo Stadium,1
15,162,Ceramica,Zamalek,2025-11-11,17:00,Al Salam Stadium,2
15,163,Wadi Degla,Future,2025-09-21,20:00,Cairo Stadium,2
15,164,Talaea El Gaish,National Bank,2025-05-25,20:00,El Sekka El Hadeed Stadium,2
15,165,Pharco,El Gouna,2025-06-18,20:00,Cairo Stadium,2
15,166,Wadi Degla,Ceramica,2025-12-25,20:00,Suez Stadium,2
15,167,Future,Modern Sport,2025-08-11,20:00,Petro Sport Stadium,1
15,168,ENPPI,National Bank,2025-10-26,17:00,Zed Club Stadium,1
15,169,Modern Sport,ENPPI,2025-06-28,20:00,Suez Stadium,2
15,170,Modern Sport,Zamalek,2025-06-04,17:00,Al Salam Stadium,2
15,171,Modern Sport,Ceramica,2025-06-02,20:00,Air Defense Stadium,2
15,172,Al Ahly,Future,2025-10-20,20:00,Cairo Stadium,1
15,173,Ismaily,Smouha,2026-01-04,20:00,Cairo Stadium,1
15,174,Zamalek,Modern Sport,2025-05-23,17:00,El Sekka El Hadeed Stadium,1
15,175,Pharco,Wadi Degla,2025-08-02,20:00,Alexandria Stadium,1
15,176,Future,El Gouna,2026-01-30,20:00,Suez Stadium,1
15,177,El Gouna,Smouha,2025-10-16,17:00,Petro Sport Stadium,2
15,178,Pyramids,Pharco,2025-09-12,20:00,Air Defense Stadium,1
15,179,Future,Masry,2025-08-24,20:00,Air Defense Stadium,2
15,180,Future,ENPPI,2025-12-15,20:00,Cairo Stadium,1
15,181,National Bank,Talaea El Gaish,2025-12-29,17:00,Cairo Stadium,1
15,182,Masry,Talaea El Gaish,2026-01-08,17:00,Borg El Arab,1
15,183,Pyramids,Masry,2025-09-01,20:00,Al Salam Stadium,1
15,184,Zed,Ismaily,2025-08-11,17:00,Zed Club Stadium,2
15,185,El Dakhleya,Alexandria Union,2025-05-03,20:00,El Sekka El Hadeed Stadium,2
15,186,National Bank,El Dakhleya,2025-11-14,20:00,Cairo Stadium,1
15,187,El Gouna,Zed,2025-09-02,20:00,Petro Sport Stadium,1
15,188,Ceramica,Smouha,2026-01-22,20:00,Air Defense Stadium,2
15,189,Talaea El Gaish,El Dakhleya,2025-11-09,17:00,Suez Stadium,1
15,190,Talaea El Gaish,Pharco,2025-06-10,17:00,El Sekka El Hadeed Stadium,1
15,191,Al Ahly,Pyramids,2025-06-22,20:00,El Sekka El Hadeed Stadium,1
15,192,Talaea El Gaish,Al Ahly,2025-10-11,20:00,Petro Sport Stadium,2
15,193,Wadi Degla,Al Ahly,2025-12-08,17:00,El Sekka El Hadeed Stadium,2
15,194,National Bank,Pyramids,2025-07-25,17:00,El Sekka El Hadeed Stadium,2
15,195,ENPPI,El Gouna,2025-09-29,20:00,Borg El Arab,1
15,196,El Gouna,Alexandria Union,2025-12-21,17:00,Suez Stadium,2
15,197,Modern Sport,Ismaily,2025-08-06,17:00,Alexandria Stadium,2
15,198,Pyramids,El Gouna,2025-06-14,20:00,El Sekka El Hadeed Stadium,1
15,199,Wadi Degla,El Gouna,2025-06-15,17:00,Borg El Arab,2
15,200,Alexandria Union,Zed,2025-09-17,17:00,Military Academy Stadium,1
15,201,Alexandria Union,Future,2025-06-22,17:00,Air Defense Stadium,2
15,202,Future,Zed,2025-08-25,17:00,Suez Stadium,1
15,203,Smouha,National Bank,2025-05-14,20:00,Borg El Arab,1
15,204,El Dakhleya,Pharco,2026-01-15,17:00,Alexandria Stadium,1
15,205,Zed,Pharco,2026-01-21,20:00,Cairo Stadium,1
15,206,Zed,Al Ahly,2025-08-09,17:00,Suez Stadium,2
15,207,Future,Talaea El Gaish,2025-10-14,20:00,Petro Sport Stadium,1
15,208,Future,Pyramids,2025-07-22,20:00,Air Defense Stadium,2
15,209,Pharco,Masry,2025-05-26,20:00,Cairo Stadium,2
15,210,Ceramica,Zed,2025-05-23,17:00,Al Salam Stadium,1
15,211,Smouha,El Dakhleya,2025-07-01,20:00,Zed Club Stadium,1
15,212,El Gouna,Pharco,2025-08-06,17:00,El Sekka El Hadeed Stadium,1
15,213,ENPPI,Pharco,2025-07-19,17:00,Petro Sport Stadium,1
15,214,Alexandria Union,Ceramica,2025-11-06,20:00,Military Academy Stadium,2
15,215,Future,Smouha,2026-01-05,20:00,Borg El Arab,1
15,216,Pharco,Smouha,2026-01-08,17:00,El Sekka El Hadeed Stadium,2
15,217,Wadi Degla,Masry,2025-05-28,20:00,Air Defense Stadium,2
15,218,Future,National Bank,2025-06-13,17:00,Alexandria Stadium,1
15,219,Modern Sport,Pharco,2025-12-15,17:00,Cairo Stadium,1
15,220,El Dakhleya,Al Ahly,2025-06-10,20:00,Alexandria Stadium,2
15,221,Ismaily,National Bank,2025-12-26,17:00,Military Academy Stadium,1
15,222,Zed,Modern Sport,2025-07-10,17:00,Zed Club Stadium,1
15,223,Zamalek,Alexandria Union,2025-05-24,20:00,Military Academy Stadium,1
15,224,ENPPI,Pyramids,2025-12-16,20:00,Military Academy Stadium,2
15,225,Wadi Degla,Zed,2025-09-18,17:00,Alexandria Stadium,2
15,226,Ceramica,Talaea El Gaish,2025-05-21,20:00,Alexandria Stadium,1
15,227,ENPPI,Wadi Degla,2025-05-06,20:00,Al Salam Stadium,1
15,228,National Bank,Smouha,2025-08-16,17:00,Suez Stadium,2
15,229,Smouha,Zed,2025-11-23,20:00,Borg El Arab,1
15,230,Al Ahly,Zamalek,2026-01-05,17:00,Military Academy Stadium,1
15,231,El Dakhleya,Zamalek,2025-12-10,20:00,El Sekka El Hadeed Stadium,2
15,232,Al Ahly,Pharco,2025-08-05,17:00,Petro Sport Stadium,1
15,233,Wadi Degla,Pharco,2026-01-26,17:00,Suez Stadium,2
15,234,Ceramica,Alexandria Union,2025-05-14,17:00,Zed Club Stadium,1
15,235,El Gouna,ENPPI,2025-08-12,17:00,Zed Club Stadium,2
15,236,Ismaily,El Dakhleya,2025-08-31,17:00,El Sekka El Hadeed Stadium,1
15,237,Masry,Ceramica,2025-05-22,17:00,Suez Stadium,1
15,238,Zed,Talaea El Gaish,2026-01-28,17:00,Al Salam Stadium,2
15,239,Masry,ENPPI,2025-07-13,17:00,Petro Sport Stadium,1
15,240,Al Ahly,Wadi Degla,2026-01-07,20:00,Cairo Stadium,1
15,241,ENPPI,Al Ahly,2026-01-21,17:00,Petro Sport Stadium,2
15,242,National Bank,Future,2025-10-11,20:00,El Sekka El Hadeed Stadium,2
15,243,El Gouna,Zamalek,2025-09-01,20:00,Cairo Stadium,2
15,244,Masry,Pyramids,2025-05-17,20:00,Suez Stadium,2
15,245,Ismaily,Zed,2025-12-10,20:00,Military Academy Stadium,1
15,246,Pharco,Zamalek,2025-09-24,20:00,Air Defense Stadium,2
15,247,Talaea El Gaish,ENPPI,2025-10-25,17:00,El Sekka El Hadeed Stadium,2
15,248,Pharco,Ceramica,2026-01-19,17:00,Air Defense Stadium,2
15,249,Pharco,Alexandria Union,2025-07-30,20:00,Petro Sport Stadium,2
15,250,Zamalek,Smouha,2025-05-01,17:00,Alexandria Stadium,1
15,251,Modern Sport,El Dakhleya,2025-06-23,17:00,Zed Club Stadium,2
15,252,Masry,National Bank,2025-12-27,17:00,Petro Sport Stadium,1
15,253,Ceramica,Pyramids,2025-12-05,17:00,Zed Club Stadium,2
15,254,Zamalek,National Bank,2025-11-01,17:00,Zed Club Stadium,1
15,255,Smouha,Ismaily,2025-12-30,17:00,Cairo Stadium,2
15,256,El Dakhleya,Smouha,2025-08-14,17:00,Military Academy Stadium,2
15,257,Pyramids,Zed,2026-01-23,17:00,Air Defense Stadium,1
15,258,Alexandria Union,Zamalek,2025-05-02,20:00,Zed Club Stadium,2
15,259,Future,Alexandria Union,2025-07-27,20:00,Suez Stadium,1
15,260,Zamalek,Masry,2025-08-14,17:00,Borg El Arab,1
15,261,Future,El Dakhleya,2025-09-05,20:00,Alexandria Stadium,1
15,262,El Dakhleya,El Gouna,2026-01-16,20:00,Air Defense Stadium,1
15,263,Pharco,Pyramids,2025-09-11,20:00,Al Salam Stadium,2
15,264,Wadi Degla,Ismaily,2025-11-10,20:00,Al Salam Stadium,2
15,265,Alexandria Union,Pyramids,2025-05-23,17:00,Suez Stadium,2
15,266,Masry,El Gouna,2025-11-26,20:00,El Sekka El Hadeed Stadium,1
15,267,Modern Sport,El Gouna,2025-10-23,17:00,El Sekka El Hadeed Stadium,2
15,268,Smouha,Modern Sport,2025-06-01,20:00,Borg El Arab,1
15,269,National Bank,ENPPI,2025-09-20,20:00,Military Academy Stadium,2
15,270,ENPPI,Smouha,2026-01-16,20:00,Military Academy Stadium,2
15,271,Pharco,National Bank,2025-07-10,17:00,Suez Stadium,2
15,272,Future,Ismaily,2025-10-27,20:00,Alexandria Stadium,1
15,273,El Gouna,Wadi Degla,2025-10-24,17:00,Petro Sport Stadium,1
15,274,National Bank,Zamalek,2025-10-30,20:00,Cairo Stadium,2
15,275,Pharco,Ismaily,2025-07-12,17:00,Military Academy Stadium,2
15,276,Ismaily,Zamalek,2025-08-11,20:00,Alexandria Stadium,2
15,277,ENPPI,Masry,2025-10-18,20:00,Suez Stadium,2
15,278,Ceramica,Masry,2025-12-22,20:00,Petro Sport Stadium,2
15,279,El Dakhleya,Pyramids,2026-01-28,20:00,Al Salam Stadium,2
15,280,Al Ahly,Ceramica,2025-10-05,20:00,Cairo Stadium,1
15,281,Ceramica,El Gouna,2025-11-08,20:00,Air Defense Stadium,1
15,282,Zed,Alexandria Union,2026-01-11,17:00,Borg El Arab,2
15,283,El Gouna,Ismaily,2025-12-16,17:00,Al Salam Stadium,2
15,284,Talaea El Gaish,Pyramids,2025-10-04,17:00,Al Salam Stadium,2
15,285,El Gouna,National Bank,2025-07-31,17:00,Air Defense Stadium,2
15,286,Modern Sport,Smouha,2025-11-27,17:00,El Sekka El Hadeed Stadium,2
15,287,Ismaily,Talaea El Gaish,2025-07-07,20:00,Zed Club Stadium,1
15,288,Masry,Smouha,2025-08-15,17:00,Petro Sport Stadium,1
15,289,Masry,Al Ahly,2025-07-30,17:00,El Sekka El Hadeed Stadium,2
15,290,Modern Sport,Al Ahly,2025-08-24,20:00,Air Defense Stadium,2
15,291,Al Ahly,Modern Sport,2025-08-08,20:00,Military Academy Stadium,1
15,292,Alexandria Union,Masry,2025-11-18,20:00,Petro Sport Stadium,2
15,293,National Bank,Al Ahly,2025-11-19,17:00,Air Defense Stadium,2
15,294,Ismaily,Ceramica,2025-11-26,17:00,Military Academy Stadium,1
15,295,Zamalek,Future,2025-08-04,17:00,Al Salam Stadium,1
15,296,Smouha,Pharco,2025-09-14,17:00,Cairo Stadium,1
15,297,Modern Sport,Pyramids,2025-10-29,17:00,Borg El Arab,2
15,298,ENPPI,Zamalek,2025-07-25,20:00,Suez Stadium,2
15,299,Zamalek,Pharco,2025-11-29,17:00,Petro Sport Stadium,1
15,300,Alexandria Union,Wadi Degla,2025-11-09,20:00,Cairo Stadium,1
15,301,Zamalek,Zed,2025-12-07,20:00,Cairo Stadium,1
15,302,National Bank,Ceramica,2025-06-12,20:00,Cairo Stadium,2
15,303,Wadi Degla,Smouha,2025-09-20,20:00,Suez Stadium,2
15,304,Zed,Pyramids,2025-07-15,20:00,El Sekka El Hadeed Stadium,2
15,305,Alexandria Union,Talaea El Gaish,2025-05-24,17:00,Suez Stadium,2
15,306,Al Ahly,Talaea El Gaish,2025-10-08,20:00,Air Defense Stadium,1
16,1,Future,Zed,2025-05-24,20:00,Al Salam Stadium,1
16,2,Future,Masry,2026-01-23,20:00,Suez Stadium,2
16,3,Zamalek,Alexandria Union,2025-09-07,20:00,Al Salam Stadium,1
16,4,Wadi Degla,El Dakhleya,2025-09-02,17:00,Petro Sport Stadium,2
16,5,National Bank,Wadi Degla,2025-05-09,17:00,Suez Stadium,1
16,6,ENPPI,Al Ahly,2025-12-18,17:00,Zed Club Stadium,2
16,7,Modern Sport,Ismaily,2025-09-22,17:00,Borg El Arab,2
16,8,El Gouna,Wadi Degla,2025-12-01,17:00,Military Academy Stadium,1
16,9,Ismaily,National Bank,2025-07-31,17:00,Cairo Stadium,1
16,10,Zamalek,El Dakhleya,2025-12-19,20:00,Military Academy Stadium,1
16,11,Pharco,Zed,2025-05-02,20:00,Zed Club Stadium,2
16,12,Zed,Zamalek,2025-12-08,17:00,Air Defense Stadium,2
16,13,El Dakhleya,Masry,2025-05-01,20:00,Cairo Stadium,2
16,14,Zed,Pharco,2025-12-20,20:00,Al Salam Stadium,1
16,15,Pyramids,Zamalek,2025-09-19,20:00,Zed Club Stadium,2
16,16,National Bank,Zed,2025-06-11,20:00,Suez Stadium,1
16,17,Smouha,Pyramids,2025-11-05,17:00,Military Academy Stadium,2
16,18,Masry,National Bank,2025-08-14,17:00,Cairo Stadium,1
16,19,Al Ahly,Alexandria Union,2025-10-15,17:00,Cairo Stadium,1
16,20,Modern Sport,Pyramids,2025-06-24,17:00,Zed Club Stadium,2
16,21,Pyramids,El Gouna,2025-08-04,20:00,Zed Club Stadium,1
16,22,El Gouna,Ceramica,2025-09-13,20:00,Petro Sport Stadium,2
16,23,Al Ahly,Wadi Degla,2025-08-10,17:00,El Sekka El Hadeed Stadium,1
16,24,Zamalek,Zed,2025-10-31,20:00,Petro Sport Stadium,1
16,25,Zed,Modern Sport,2025-09-29,20:00,Alexandria Stadium,1
16,26,Alexandria Union,Wadi Degla,2025-07-28,20:00,Al Salam Stadium,1
16,27,Pyramids,Talaea El Gaish,2025-11-26,20:00,Borg El Arab,1
16,28,El Gouna,Future,2025-09-06,20:00,El Sekka El Hadeed Stadium,2
16,29,Smouha,Talaea El Gaish,2026-01-23,20:00,Alexandria Stadium,1
16,30,Pyramids,Future,2025-06-26,20:00,Borg El Arab,1
16,31,Pharco,Wadi Degla,2025-08-03,20:00,Borg El Arab,1
16,32,Al Ahly,El Gouna,2025-06-26,20:00,Cairo Stadium,1
16,33,Ceramica,National Bank,2025-07-01,20:00,Suez Stadium,1
16,34,National Bank,Ceramica,2025-05-06,20:00,Military Academy Stadium,2
16,35,Ismaily,Modern Sport,2025-10-23,17:00,Al Salam Stadium,1
16,36,El Dakhleya,El Gouna,2025-08-08,20:00,Air Defense Stadium,1
16,37,Masry,Future,2025-08-26,20:00,Al Salam Stadium,1
16,38,Ismaily,Pyramids,2025-05-18,17:00,Air Defense Stadium,2
16,39,National Bank,Talaea El Gaish,2025-10-19,20:00,Al Salam Stadium,1
16,40,Alexandria Union,El Gouna,2025-11-15,17:00,Cairo Stadium,1
16,41,ENPPI,Ceramica,2025-07-14,17:00,Alexandria Stadium,1
16,42,Future,ENPPI,2025-05-07,17:00,El Sekka El Hadeed Stadium,1
16,43,Modern Sport,El Gouna,2025-10-29,17:00,Al Salam Stadium,2
16,44,Zamalek,Pyramids,2025-05-04,20:00,El Sekka El Hadeed Stadium,1
16,45,Al Ahly,Pyramids,2025-05-13,17:00,Suez Stadium,1
16,46,Pharco,Al Ahly,2025-09-10,20:00,Borg El Arab,2
16,47,Zamalek,Pharco,2025-11-01,17:00,Al Salam Stadium,1
16,48,National Bank,El Gouna,2025-11-01,17:00,Al Salam Stadium,1
16,49,Wadi Degla,Zed,2025-06-26,20:00,Cairo Stadium,2
16,50,Zamalek,ENPPI,2025-11-05,20:00,Military Academy Stadium,1
16,51,Zamalek,Al Ahly,2025-05-21,20:00,Suez Stadium,2
16,52,Zed,Talaea El Gaish,2025-08-15,17:00,Petro Sport Stadium,2
16,53,Ceramica,Alexandria Union,2026-01-30,17:00,Petro Sport Stadium,1
16,54,Future,Pyramids,2025-10-03,17:00,Borg El Arab,2
16,55,El Dakhleya,Modern Sport,2025-05-22,20:00,Petro Sport Stadium,1
16,56,Future,Alexandria Union,2026-01-11,20:00,Borg El Arab,1
16,57,Pyramids,National Bank,2025-11-13,17:00,Air Defense Stadium,1
16,58,El Dakhleya,ENPPI,2025-06-15,20:00,Military Academy Stadium,2
16,59,Masry,Talaea El Gaish,2025-10-25,17:00,Borg El Arab,1
16,60,Zamalek,Smouha,2025-08-01,20:00,Military Academy Stadium,1
16,61,Al Ahly,Zamalek,2026-01-14,17:00,El Sekka El Hadeed Stadium,1
16,62,Future,Pharco,2025-12-05,20:00,El Sekka El Hadeed Stadium,1
16,63,Future,Talaea El Gaish,2025-08-20,20:00,Al Salam Stadium,1
16,64,Al Ahly,National Bank,2025-12-10,20:00,Alexandria Stadium,1
16,65,Ceramica,ENPPI,2025-06-17,20:00,Petro Sport Stadium,2
16,66,El Gouna,Masry,2025-11-25,17:00,Zed Club Stadium,2
16,67,ENPPI,Zamalek,2026-01-16,17:00,Cairo Stadium,2
16,68,El Gouna,Modern Sport,2025-12-12,17:00,Alexandria Stadium,1
16,69,Pharco,Ceramica,2025-07-30,20:00,Cairo Stadium,2
16,70,Ismaily,Ceramica,2025-08-18,20:00,Borg El Arab,1
16,71,Pyramids,Modern Sport,2025-12-17,20:00,Alexandria Stadium,1
16,72,Ceramica,El Dakhleya,2025-05-05,20:00,Cairo Stadium,1
16,73,Modern Sport,Smouha,2025-06-27,20:00,Suez Stadium,2
16,74,Al Ahly,Pharco,2025-12-30,17:00,Air Defense Stadium,1
16,75,Zed,ENPPI,2025-08-24,17:00,Military Academy Stadium,2
16,76,Future,National Bank,2025-07-17,20:00,Air Defense Stadium,1
16,77,Zamalek,Talaea El Gaish,2025-09-15,17:00,El Sekka El Hadeed Stadium,1
16,78,Smouha,ENPPI,2025-07-11,17:00,Borg El Arab,1
16,79,El Dakhleya,Al Ahly,2025-08-29,20:00,Al Salam Stadium,2
16,80,Smouha,Future,2025-11-06,17:00,Alexandria Stadium,2
16,81,Smouha,Modern Sport,2025-08-08,17:00,Alexandria Stadium,1
16,82,Future,Wadi Degla,2025-10-23,17:00,Borg El Arab,1
16,83,El Gouna,Ismaily,2025-07-03,20:00,Borg El Arab,2
16,84,Zamalek,Ismaily,2026-01-13,20:00,Air Defense Stadium,1
16,85,Wadi Degla,Ismaily,2025-07-14,17:00,Zed Club Stadium,2
16,86,Talaea El Gaish,Ismaily,2025-08-29,17:00,El Sekka El Hadeed Stadium,2
16,87,El Dakhleya,Wadi Degla,2025-10-11,20:00,Cairo Stadium,1
16,88,Ceramica,Modern Sport,2025-06-14,20:00,Suez Stadium,1
16,89,ENPPI,Masry,2025-11-18,17:00,Air Defense Stadium,2
16,90,Zamalek,Modern Sport,2025-05-02,17:00,Borg El Arab,1
16,91,Zamalek,Masry,2025-11-26,20:00,Borg El Arab,1
16,92,Al Ahly,ENPPI,2025-05-26,20:00,Petro Sport Stadium,1
16,93,Smouha,Wadi Degla,2025-05-14,20:00,Zed Club Stadium,1
16,94,Smouha,Zamalek,2026-01-10,20:00,Military Academy Stadium,2
16,95,Modern Sport,Talaea El Gaish,2025-07-10,20:00,Borg El Arab,2
16,96,Talaea El Gaish,Modern Sport,2025-09-28,20:00,Alexandria Stadium,1
16,97,Zed,National Bank,2025-12-27,17:00,El Sekka El Hadeed Stadium,2
16,98,Ismaily,Smouha,2025-08-25,17:00,El Sekka El Hadeed Stadium,1
16,99,Ceramica,Masry,2025-09-14,20:00,Cairo Stadium,2
16,100,Ceramica,Zed,2025-09-02,20:00,El Sekka El Hadeed Stadium,1
16,101,Masry,ENPPI,2025-09-25,17:00,Suez Stadium,1
16,102,Modern Sport,Wadi Degla,2025-10-02,17:00,Alexandria Stadium,1
16,103,Ceramica,Smouha,2025-11-01,17:00,Cairo Stadium,2
16,104,Future,Smouha,2025-11-01,20:00,El Sekka El Hadeed Stadium,1
16,105,El Dakhleya,Talaea El Gaish,2025-08-29,20:00,Cairo Stadium,2
16,106,Al Ahly,Ismaily,2025-08-22,20:00,Suez Stadium,1
16,107,Future,Ceramica,2025-10-05,17:00,Military Academy Stadium,1
16,108,El Dakhleya,Ceramica,2025-11-11,17:00,Military Academy Stadium,2
16,109,Alexandria Union,Zamalek,2025-11-17,20:00,Al Salam Stadium,2
16,110,Ismaily,ENPPI,2025-11-04,20:00,Petro Sport Stadium,1
16,111,Wadi Degla,Masry,2025-11-09,17:00,Cairo Stadium,2
16,112,ENPPI,Modern Sport,2025-08-04,20:00,Petro Sport Stadium,1
16,113,Wadi Degla,Alexandria Union,2025-10-12,20:00,Military Academy Stadium,2
16,114,Zamalek,Ceramica,2025-12-13,20:00,Cairo Stadium,1
16,115,Alexandria Union,Zed,2025-08-22,17:00,Air Defense Stadium,1
16,116,Future,El Gouna,2025-06-22,17:00,Alexandria Stadium,1
16,117,Talaea El Gaish,Zed,2025-10-21,20:00,Alexandria Stadium,1
16,118,El Gouna,El Dakhleya,2025-10-17,20:00,Petro Sport Stadium,2
16,119,Pyramids,ENPPI,2025-10-01,20:00,Borg El Arab,1
16,120,ENPPI,Pyramids,2025-09-26,20:00,Military Academy Stadium,2
16,121,Pharco,Future,2025-12-19,17:00,Petro Sport Stadium,2
16,122,Modern Sport,ENPPI,2025-05-14,17:00,Zed Club Stadium,2
16,123,Ismaily,Pharco,2025-10-10,20:00,Borg El Arab,1
16,124,Alexandria Union,ENPPI,2025-12-18,17:00,Suez Stadium,2
16,125,El Gouna,Zamalek,2025-10-22,17:00,Air Defense Stadium,2
16,126,Zed,Future,2025-10-31,20:00,Petro Sport Stadium,2
16,127,Zed,Pyramids,2025-12-13,17:00,Military Academy Stadium,2
16,128,Alexandria Union,Talaea El Gaish,2025-05-11,17:00,Alexandria Stadium,2
16,129,Wadi Degla,National Bank,2025-06-30,20:00,Suez Stadium,2
16,130,Talaea El Gaish,El Dakhleya,2025-06-28,17:00,Al Salam Stadium,1
16,131,Al Ahly,Ceramica,2025-08-17,20:00,Military Academy Stadium,1
16,132,El Gouna,Zed,2025-05-20,17:00,Petro Sport Stadium,1
16,133,Zed,Smouha,2025-11-12,17:00,Suez Stadium,2
16,134,Al Ahly,Talaea El Gaish,2026-01-24,17:00,Cairo Stadium,1
16,135,Smouha,Pharco,2025-12-13,20:00,Air Defense Stadium,1
16,136,Pyramids,Ceramica,2025-11-18,17:00,Al Salam Stadium,1
16,137,Smouha,Al Ahly,2025-09-14,20:00,Air Defense Stadium,2
16,138,El Gouna,Pharco,2025-12-26,20:00,Borg El Arab,1
16,139,Ceramica,Pharco,2026-01-16,17:00,El Sekka El Hadeed Stadium,1
16,140,Smouha,Ceramica,2025-05-10,20:00,Petro Sport Stadium,1
16,141,Pharco,Talaea El Gaish,2025-06-07,20:00,Air Defense Stadium,2
16,142,Al Ahly,Modern Sport,2026-01-12,17:00,Air Defense Stadium,1
16,143,Alexandria Union,National Bank,2025-09-15,17:00,Suez Stadium,2
16,144,Ceramica,Future,2025-11-10,20:00,Suez Stadium,2
16,145,Pharco,Zamalek,2025-11-29,17:00,Cairo Stadium,2
16,146,Masry,Zed,2025-09-30,17:00,Suez Stadium,1
16,147,ENPPI,Talaea El Gaish,2025-06-15,20:00,Air Defense Stadium,1
16,148,Wadi Degla,ENPPI,2025-08-31,20:00,Zed Club Stadium,2
16,149,El Gouna,National Bank,2025-09-13,20:00,Petro Sport Stadium,2
16,150,National Bank,Zamalek,2025-07-22,17:00,Al Salam Stadium,2
16,151,Modern Sport,Zed,2025-05-02,20:00,Alexandria Stadium,2
16,152,Modern Sport,National Bank,2025-10-20,17:00,Alexandria Stadium,2
16,153,National Bank,El Dakhleya,2025-12-22,17:00,El Sekka El Hadeed Stadium,1
16,154,Ismaily,Wadi Degla,2025-08-14,17:00,Air Defense Stadium,1
16,155,Pharco,Smouha,2025-06-24,20:00,Zed Club Stadium,2
16,156,Talaea El Gaish,Masry,2026-01-16,17:00,Cairo Stadium,2
16,157,Wadi Degla,Pyramids,2025-05-12,20:00,Air Defense Stadium,2
16,158,Future,Al Ahly,2025-11-28,20:00,Zed Club Stadium,2
16,159,National Bank,Ismaily,2025-06-05,17:00,El Sekka El Hadeed Stadium,2
16,160,El Gouna,Pyramids,2026-01-13,17:00,Al Salam Stadium,2
16,161,ENPPI,Ismaily,2025-09-22,20:00,Alexandria Stadium,2
16,162,Alexandria Union,Future,2025-09-06,20:00,Military Academy Stadium,2
16,163,National Bank,Future,2025-08-21,17:00,Petro Sport Stadium,2
16,164,Masry,Alexandria Union,2025-12-17,20:00,Zed Club Stadium,1
16,165,Pharco,El Dakhleya,2026-01-30,17:00,Air Defense Stadium,2
16,166,El Dakhleya,Pyramids,2025-10-08,20:00,Al Salam Stadium,2
